# Chess clock game — 2026-06-06 10:18:49 UTC
# Mode: HOURGLASS  White: 30s+0  Black: 30s+0
# TIMESTAMP (UTC)             EVENT       PLAYER  WHITE_REMAINING  BLACK_REMAINING
2026-06-06T10:18:49.653Z      start       WHITE          0:30.000         0:30.000
2026-06-06T10:18:49.653Z      pause       WHITE          0:30.000         0:30.000
2026-06-06T10:24:24.352Z      resume      WHITE          0:30.000         0:30.000
2026-06-06T10:24:24.352Z      switch      BLACK          0:30.000         0:30.000
2026-06-06T10:24:34.245Z      switch      WHITE          0:39.893         0:20.107
2026-06-06T10:24:40.084Z      switch      BLACK          0:34.055         0:25.945
2026-06-06T10:24:48.363Z      switch      WHITE          0:42.334         0:17.666
2026-06-06T10:24:53.415Z      switch      BLACK          0:37.283         0:22.717
2026-06-06T10:24:58.676Z      switch      WHITE          0:42.544         0:17.456
2026-06-06T10:25:02.654Z      switch      BLACK          0:38.566         0:21.434
2026-06-06T10:25:06.592Z      switch      WHITE          0:42.503         0:17.497
2026-06-06T10:25:10.645Z      switch      BLACK          0:38.450         0:21.550
2026-06-06T10:25:26.458Z      switch      WHITE          0:54.263         0:05.737
2026-06-06T10:25:31.566Z      switch      BLACK          0:49.156         0:10.844
2026-06-06T10:25:35.154Z      switch      WHITE          0:52.743         0:07.257
2026-06-06T10:25:44.463Z      switch      BLACK          0:43.434         0:16.566
2026-06-06T10:25:54.691Z      switch      WHITE          0:53.661         0:06.339
2026-06-06T10:26:00.182Z      switch      BLACK          0:48.171         0:11.829
2026-06-06T10:26:11.225Z      switch      WHITE          0:59.213         0:00.787
2026-06-06T10:26:16.924Z      switch      BLACK          0:53.514         0:06.486
2026-06-06T10:26:20.464Z      switch      WHITE          0:57.053         0:02.947
2026-06-06T10:26:28.385Z      switch      BLACK          0:49.132         0:10.868
2026-06-06T10:26:32.403Z      switch      WHITE          0:53.149         0:06.851
2026-06-06T10:26:45.464Z      switch      BLACK          0:40.088         0:19.912
2026-06-06T10:26:52.250Z      switch      WHITE          0:46.873         0:13.127
2026-06-06T10:27:00.975Z      switch      BLACK          0:38.149         0:21.851
2026-06-06T10:27:15.943Z      switch      WHITE          0:53.116         0:06.884
2026-06-06T10:27:20.320Z      switch      BLACK          0:48.739         0:11.261
2026-06-06T10:27:24.479Z      switch      WHITE          0:52.898         0:07.102
2026-06-06T10:27:29.194Z      switch      BLACK          0:48.183         0:11.817
2026-06-06T10:27:36.990Z      switch      WHITE          0:55.978         0:04.022
2026-06-06T10:27:44.036Z      switch      BLACK          0:48.933         0:11.067
2026-06-06T10:27:47.943Z      switch      WHITE          0:52.840         0:07.160
2026-06-06T10:27:55.365Z      switch      BLACK          0:45.418         0:14.582
2026-06-06T10:28:02.227Z      switch      WHITE          0:52.280         0:07.720
2026-06-06T10:28:08.437Z      switch      BLACK          0:46.070         0:13.930
2026-06-06T10:28:15.654Z      switch      WHITE          0:53.286         0:06.714
2026-06-06T10:28:23.216Z      switch      BLACK          0:45.724         0:14.276
2026-06-06T10:28:36.692Z      switch      WHITE          0:59.199         0:00.801
2026-06-06T10:28:46.383Z      switch      BLACK          0:49.509         0:10.491
2026-06-06T10:28:53.240Z      switch      WHITE          0:56.366         0:03.634
2026-06-06T10:29:04.390Z      switch      BLACK          0:45.216         0:14.784
2026-06-06T10:29:11.118Z      switch      WHITE          0:51.943         0:08.057
2026-06-06T10:29:18.959Z      switch      BLACK          0:44.102         0:15.898
2026-06-06T10:29:28.084Z      switch      WHITE          0:53.226         0:06.774
2026-06-06T10:29:38.268Z      switch      BLACK          0:43.042         0:16.958
2026-06-06T10:29:55.312Z      flag        BLACK          1:00.000         0:00.000
