# Chess clock game — 2026-06-06 13:40:31 UTC
# Mode: HOURGLASS  White: 30s+0  Black: 30s+0
# TIMESTAMP (UTC)             EVENT       PLAYER  WHITE_REMAINING  BLACK_REMAINING
2026-06-06T13:40:31.711Z      start       WHITE          0:30.000         0:30.000
2026-06-06T13:40:31.711Z      pause       WHITE          0:30.000         0:30.000
2026-06-06T13:41:18.009Z      resume      WHITE          0:30.000         0:30.000
2026-06-06T13:41:18.009Z      switch      BLACK          0:30.000         0:30.000
2026-06-06T13:41:24.766Z      switch      WHITE          0:36.756         0:23.244
2026-06-06T13:41:28.548Z      switch      BLACK          0:32.974         0:27.026
2026-06-06T13:41:34.059Z      switch      WHITE          0:38.484         0:21.516
2026-06-06T13:41:41.813Z      switch      BLACK          0:30.730         0:29.270
2026-06-06T13:41:47.347Z      switch      WHITE          0:36.264         0:23.736
2026-06-06T13:41:54.127Z      switch      BLACK          0:29.484         0:30.516
2026-06-06T13:42:00.080Z      switch      WHITE          0:35.435         0:24.565
2026-06-06T13:42:08.014Z      switch      BLACK          0:27.501         0:32.499
2026-06-06T13:42:11.333Z      switch      WHITE          0:30.820         0:29.180
2026-06-06T13:42:17.994Z      switch      BLACK          0:24.160         0:35.840
2026-06-06T13:42:25.005Z      switch      WHITE          0:31.171         0:28.829
2026-06-06T13:42:32.518Z      switch      BLACK          0:23.659         0:36.341
2026-06-06T13:42:38.521Z      switch      WHITE          0:29.662         0:30.338
2026-06-06T13:42:48.056Z      switch      BLACK          0:20.128         0:39.872
2026-06-06T13:42:53.852Z      switch      WHITE          0:25.924         0:34.076
2026-06-06T13:43:03.531Z      switch      BLACK          0:16.246         0:43.754
2026-06-06T13:43:11.256Z      switch      WHITE          0:23.970         0:36.030
2026-06-06T13:43:21.354Z      switch      BLACK          0:13.872         0:46.128
2026-06-06T13:43:28.281Z      switch      WHITE          0:20.798         0:39.202
2026-06-06T13:43:37.765Z      switch      BLACK          0:11.314         0:48.686
2026-06-06T13:43:47.686Z      switch      WHITE          0:21.234         0:38.766
2026-06-06T13:43:51.120Z      switch      BLACK          0:17.801         0:42.199
2026-06-06T13:43:57.147Z      switch      WHITE          0:23.827         0:36.173
2026-06-06T13:44:09.101Z      switch      BLACK          0:11.874         0:48.126
2026-06-06T13:44:18.293Z      switch      WHITE          0:21.066         0:38.934
2026-06-06T13:44:25.229Z      switch      BLACK          0:14.130         0:45.870
2026-06-06T13:44:29.876Z      switch      WHITE          0:18.776         0:41.224
2026-06-06T13:44:35.471Z      switch      BLACK          0:13.182         0:46.818
2026-06-06T13:44:45.153Z      switch      WHITE          0:22.863         0:37.137
2026-06-06T13:44:51.261Z      switch      BLACK          0:16.755         0:43.245
2026-06-06T13:44:58.999Z      switch      WHITE          0:24.492         0:35.508
2026-06-06T13:45:05.687Z      switch      BLACK          0:17.804         0:42.196
2026-06-06T13:45:12.353Z      switch      WHITE          0:24.470         0:35.530
2026-06-06T13:45:20.476Z      switch      BLACK          0:16.348         0:43.652
2026-06-06T13:45:27.298Z      switch      WHITE          0:23.170         0:36.830
2026-06-06T13:45:43.635Z      switch      BLACK          0:06.834         0:53.166
2026-06-06T13:45:50.385Z      switch      WHITE          0:13.584         0:46.416
