# Chess clock game — 2026-06-06 07:38:37 UTC
# Mode: HOURGLASS  White: 30s+0  Black: 30s+0
# TIMESTAMP (UTC)             EVENT       PLAYER  WHITE_REMAINING  BLACK_REMAINING
2026-06-06T07:38:37.598Z      start       WHITE          0:30.000         0:30.000
2026-06-06T07:38:37.598Z      pause       WHITE          0:30.000         0:30.000
2026-06-06T07:38:50.282Z      resume      WHITE          0:30.000         0:30.000
2026-06-06T07:38:50.282Z      switch      BLACK          0:30.000         0:30.000
2026-06-06T07:38:57.313Z      switch      WHITE          0:37.030         0:22.970
2026-06-06T07:39:01.639Z      switch      BLACK          0:32.705         0:27.295
2026-06-06T07:39:08.895Z      switch      WHITE          0:39.960         0:20.040
2026-06-06T07:39:12.075Z      switch      BLACK          0:36.780         0:23.220
2026-06-06T07:39:18.166Z      switch      WHITE          0:42.871         0:17.129
2026-06-06T07:39:21.965Z      switch      BLACK          0:39.072         0:20.928
2026-06-06T07:39:25.535Z      switch      WHITE          0:42.641         0:17.359
2026-06-06T07:39:34.530Z      switch      BLACK          0:33.647         0:26.353
2026-06-06T07:39:41.655Z      switch      WHITE          0:40.771         0:19.229
2026-06-06T07:39:46.950Z      switch      BLACK          0:35.476         0:24.524
2026-06-06T07:39:55.675Z      switch      WHITE          0:44.200         0:15.800
2026-06-06T07:40:00.713Z      switch      BLACK          0:39.163         0:20.837
2026-06-06T07:40:05.544Z      switch      WHITE          0:43.994         0:16.006
2026-06-06T07:40:13.869Z      switch      BLACK          0:35.669         0:24.331
2026-06-06T07:40:19.264Z      switch      WHITE          0:41.064         0:18.936
2026-06-06T07:40:22.868Z      switch      BLACK          0:37.461         0:22.539
2026-06-06T07:40:27.655Z      switch      WHITE          0:42.248         0:17.752
2026-06-06T07:40:34.426Z      switch      BLACK          0:35.478         0:24.522
2026-06-06T07:40:41.919Z      switch      WHITE          0:42.970         0:17.030
2026-06-06T07:40:47.040Z      switch      BLACK          0:37.849         0:22.151
2026-06-06T07:40:56.492Z      switch      WHITE          0:47.300         0:12.700
2026-06-06T07:41:01.938Z      switch      BLACK          0:41.854         0:18.146
2026-06-06T07:41:09.582Z      switch      WHITE          0:49.497         0:10.503
2026-06-06T07:41:14.515Z      switch      BLACK          0:44.565         0:15.435
2026-06-06T07:41:20.733Z      switch      WHITE          0:50.782         0:09.218
2026-06-06T07:41:25.216Z      switch      BLACK          0:46.299         0:13.701
2026-06-06T07:41:30.122Z      switch      WHITE          0:51.204         0:08.796
2026-06-06T07:41:41.941Z      switch      BLACK          0:39.386         0:20.614
2026-06-06T07:41:48.662Z      switch      WHITE          0:46.107         0:13.893
2026-06-06T07:41:55.967Z      switch      BLACK          0:38.803         0:21.197
2026-06-06T07:41:59.116Z      switch      WHITE          0:41.952         0:18.048
2026-06-06T07:42:03.512Z      switch      BLACK          0:37.557         0:22.443
2026-06-06T07:42:08.723Z      switch      WHITE          0:42.768         0:17.232
2026-06-06T07:42:21.786Z      switch      BLACK          0:29.705         0:30.295
2026-06-06T07:42:26.850Z      switch      WHITE          0:34.768         0:25.232
2026-06-06T07:42:29.882Z      switch      BLACK          0:31.736         0:28.264
2026-06-06T07:42:34.957Z      switch      WHITE          0:36.810         0:23.190
2026-06-06T07:42:38.731Z      switch      BLACK          0:33.037         0:26.963
2026-06-06T07:42:45.157Z      switch      WHITE          0:39.462         0:20.538
2026-06-06T07:42:49.193Z      switch      BLACK          0:35.426         0:24.574
2026-06-06T07:42:55.395Z      switch      WHITE          0:41.627         0:18.373
2026-06-06T07:43:00.973Z      switch      BLACK          0:36.049         0:23.951
2026-06-06T07:43:06.332Z      switch      WHITE          0:41.407         0:18.593
2026-06-06T07:43:10.292Z      switch      BLACK          0:37.447         0:22.553
2026-06-06T07:43:19.089Z      switch      WHITE          0:46.243         0:13.757
2026-06-06T07:43:30.956Z      switch      BLACK          0:34.377         0:25.623
2026-06-06T07:43:38.771Z      switch      WHITE          0:42.191         0:17.809
2026-06-06T07:43:43.081Z      switch      BLACK          0:37.882         0:22.118
2026-06-06T07:43:49.760Z      switch      WHITE          0:44.561         0:15.439
2026-06-06T07:43:55.939Z      switch      BLACK          0:38.382         0:21.618
2026-06-06T07:44:02.452Z      switch      WHITE          0:44.894         0:15.106
2026-06-06T07:44:16.995Z      switch      BLACK          0:30.352         0:29.648
2026-06-06T07:44:23.446Z      switch      WHITE          0:36.803         0:23.197
2026-06-06T07:44:27.876Z      switch      BLACK          0:32.373         0:27.627
2026-06-06T07:44:32.502Z      switch      WHITE          0:36.999         0:23.001
2026-06-06T07:44:38.797Z      switch      BLACK          0:30.705         0:29.295
2026-06-06T07:44:44.300Z      switch      WHITE          0:36.208         0:23.792
2026-06-06T07:44:51.581Z      switch      BLACK          0:28.928         0:31.072
2026-06-06T07:44:57.697Z      switch      WHITE          0:35.044         0:24.956
2026-06-06T07:45:02.442Z      switch      BLACK          0:30.300         0:29.700
2026-06-06T07:45:10.883Z      switch      WHITE          0:38.741         0:21.259
2026-06-06T07:45:18.625Z      switch      BLACK          0:30.999         0:29.001
2026-06-06T07:45:25.054Z      switch      WHITE          0:37.427         0:22.573
2026-06-06T07:45:34.984Z      switch      BLACK          0:27.497         0:32.503
2026-06-06T07:45:40.826Z      switch      WHITE          0:33.338         0:26.662
2026-06-06T07:45:48.551Z      switch      BLACK          0:25.614         0:34.386
2026-06-06T07:46:23.034Z      flag        BLACK          1:00.000         0:00.000
