# Chess clock game — 2026-06-06 09:23:52 UTC
# Mode: HOURGLASS  White: 30s+0  Black: 30s+0
# TIMESTAMP (UTC)             EVENT       PLAYER  WHITE_REMAINING  BLACK_REMAINING
2026-06-06T09:23:52.162Z      start       WHITE          0:30.000         0:30.000
2026-06-06T09:23:52.163Z      pause       WHITE          0:30.000         0:30.000
2026-06-06T09:35:04.558Z      resume      WHITE          0:30.000         0:30.000
2026-06-06T09:35:04.558Z      switch      BLACK          0:30.000         0:30.000
2026-06-06T09:35:09.643Z      switch      WHITE          0:35.085         0:24.915
2026-06-06T09:35:14.575Z      switch      BLACK          0:30.154         0:29.846
2026-06-06T09:35:19.740Z      switch      WHITE          0:35.318         0:24.682
2026-06-06T09:35:24.775Z      switch      BLACK          0:30.283         0:29.717
2026-06-06T09:35:28.952Z      switch      WHITE          0:34.460         0:25.540
2026-06-06T09:35:33.697Z      switch      BLACK          0:29.715         0:30.285
2026-06-06T09:35:41.361Z      switch      WHITE          0:37.378         0:22.622
2026-06-06T09:35:51.134Z      switch      BLACK          0:27.606         0:32.394
2026-06-06T09:35:59.819Z      switch      WHITE          0:36.291         0:23.709
2026-06-06T09:36:05.381Z      switch      BLACK          0:30.730         0:29.270
2026-06-06T09:36:10.529Z      switch      WHITE          0:35.877         0:24.123
2026-06-06T09:36:16.353Z      switch      BLACK          0:30.053         0:29.947
2026-06-06T09:36:32.011Z      switch      WHITE          0:45.710         0:14.290
2026-06-06T09:36:37.846Z      switch      BLACK          0:39.876         0:20.124
2026-06-06T09:36:50.137Z      switch      WHITE          0:52.167         0:07.833
2026-06-06T09:36:54.989Z      switch      BLACK          0:47.315         0:12.685
2026-06-06T09:36:58.339Z      switch      WHITE          0:50.664         0:09.336
2026-06-06T09:37:04.906Z      switch      BLACK          0:44.098         0:15.902
2026-06-06T09:37:18.904Z      switch      WHITE          0:58.095         0:01.905
2026-06-06T09:37:23.175Z      switch      BLACK          0:53.824         0:06.176
2026-06-06T09:37:29.356Z      flag        BLACK          1:00.000         0:00.000
