# Chess clock game — 2026-06-06 11:41:46 UTC
# Mode: HOURGLASS  White: 30s+0  Black: 30s+0
# TIMESTAMP (UTC)             EVENT       PLAYER  WHITE_REMAINING  BLACK_REMAINING
2026-06-06T11:41:46.202Z      start       WHITE          0:30.000         0:30.000
2026-06-06T11:41:46.202Z      pause       WHITE          0:30.000         0:30.000
2026-06-06T11:43:02.873Z      resume      WHITE          0:30.000         0:30.000
2026-06-06T11:43:02.873Z      switch      BLACK          0:30.000         0:30.000
2026-06-06T11:43:11.309Z      switch      WHITE          0:38.436         0:21.564
2026-06-06T11:43:15.935Z      switch      BLACK          0:33.811         0:26.189
2026-06-06T11:43:22.184Z      switch      WHITE          0:40.060         0:19.940
2026-06-06T11:43:26.881Z      switch      BLACK          0:35.364         0:24.636
2026-06-06T11:43:35.596Z      switch      WHITE          0:44.078         0:15.922
2026-06-06T11:43:41.333Z      switch      BLACK          0:38.342         0:21.658
2026-06-06T11:43:50.112Z      switch      WHITE          0:47.121         0:12.879
2026-06-06T11:44:00.722Z      switch      BLACK          0:36.512         0:23.488
2026-06-06T11:44:05.905Z      switch      WHITE          0:41.694         0:18.306
2026-06-06T11:44:16.751Z      switch      BLACK          0:30.848         0:29.152
2026-06-06T11:44:21.946Z      switch      WHITE          0:36.042         0:23.958
2026-06-06T11:44:33.514Z      switch      BLACK          0:24.474         0:35.526
2026-06-06T11:44:40.221Z      switch      WHITE          0:31.180         0:28.820
2026-06-06T11:44:52.202Z      switch      BLACK          0:19.199         0:40.801
2026-06-06T11:44:53.791Z      switch      WHITE          0:20.787         0:39.213
2026-06-06T11:45:06.200Z      switch      BLACK          0:08.379         0:51.621
2026-06-06T11:45:11.445Z      switch      WHITE          0:13.624         0:46.376
2026-06-06T11:45:13.271Z      switch      BLACK          0:11.799         0:48.201
2026-06-06T11:45:26.163Z      switch      WHITE          0:24.691         0:35.309
2026-06-06T11:45:33.307Z      switch      BLACK          0:17.547         0:42.453
2026-06-06T11:45:45.354Z      switch      WHITE          0:29.593         0:30.407
2026-06-06T11:45:55.813Z      switch      BLACK          0:19.134         0:40.866
2026-06-06T11:46:00.950Z      switch      WHITE          0:24.270         0:35.730
2026-06-06T11:46:12.284Z      switch      BLACK          0:12.936         0:47.064
2026-06-06T11:46:18.169Z      switch      WHITE          0:18.820         0:41.180
2026-06-06T11:46:34.814Z      switch      BLACK          0:02.175         0:57.825
2026-06-06T11:46:46.658Z      switch      WHITE          0:14.018         0:45.982
2026-06-06T11:46:50.773Z      switch      BLACK          0:09.903         0:50.097
2026-06-06T11:47:02.469Z      switch      WHITE          0:21.598         0:38.402
2026-06-06T11:47:08.675Z      switch      BLACK          0:15.393         0:44.607
2026-06-06T11:47:13.477Z      switch      WHITE          0:20.195         0:39.805
2026-06-06T11:47:21.767Z      switch      BLACK          0:11.905         0:48.095
2026-06-06T11:47:28.765Z      switch      WHITE          0:18.902         0:41.098
2026-06-06T11:47:41.895Z      switch      BLACK          0:05.773         0:54.227
2026-06-06T11:47:54.753Z      switch      WHITE          0:18.631         0:41.369
2026-06-06T11:48:02.336Z      switch      BLACK          0:11.048         0:48.952
2026-06-06T11:48:21.975Z      switch      WHITE          0:30.686         0:29.314
2026-06-06T11:48:29.251Z      switch      BLACK          0:23.410         0:36.590
2026-06-06T11:48:35.233Z      switch      WHITE          0:29.392         0:30.608
2026-06-06T11:48:59.061Z      switch      BLACK          0:05.565         0:54.435
2026-06-06T11:49:11.893Z      switch      WHITE          0:18.396         0:41.604
2026-06-06T11:49:23.863Z      switch      BLACK          0:06.426         0:53.574
2026-06-06T11:49:36.458Z      switch      WHITE          0:19.020         0:40.980
2026-06-06T11:49:46.255Z      switch      BLACK          0:09.224         0:50.776
2026-06-06T11:49:53.750Z      switch      WHITE          0:16.718         0:43.282
2026-06-06T11:50:09.195Z      switch      BLACK          0:01.273         0:58.727
2026-06-06T11:50:10.447Z      switch      WHITE          0:02.524         0:57.476
2026-06-06T11:50:11.976Z      switch      BLACK          0:00.996         0:59.004
2026-06-06T11:50:39.223Z      switch      WHITE          0:28.242         0:31.758
2026-06-06T11:50:49.650Z      switch      BLACK          0:17.815         0:42.185
2026-06-06T11:50:52.143Z      switch      WHITE          0:20.308         0:39.692
2026-06-06T11:50:59.028Z      switch      BLACK          0:13.424         0:46.576
2026-06-06T11:51:11.243Z      switch      WHITE          0:25.639         0:34.361
2026-06-06T11:51:30.316Z      switch      BLACK          0:06.567         0:53.433
2026-06-06T11:51:41.044Z      switch      WHITE          0:17.294         0:42.706
2026-06-06T11:51:58.433Z      flag        WHITE          0:00.000         1:00.000
