# Chess clock game — 2026-06-06 09:13:26 UTC
# Mode: HOURGLASS  White: 30s+0  Black: 30s+0
# TIMESTAMP (UTC)             EVENT       PLAYER  WHITE_REMAINING  BLACK_REMAINING
2026-06-06T09:13:26.974Z      start       WHITE          0:30.000         0:30.000
2026-06-06T09:13:26.975Z      pause       WHITE          0:30.000         0:30.000
2026-06-06T09:15:10.289Z      resume      WHITE          0:30.000         0:30.000
2026-06-06T09:15:10.289Z      switch      BLACK          0:30.000         0:30.000
2026-06-06T09:15:16.950Z      switch      WHITE          0:36.660         0:23.340
2026-06-06T09:15:23.948Z      switch      BLACK          0:29.662         0:30.338
2026-06-06T09:15:30.922Z      switch      WHITE          0:36.635         0:23.365
2026-06-06T09:15:38.733Z      switch      BLACK          0:28.824         0:31.176
2026-06-06T09:15:49.789Z      switch      WHITE          0:39.879         0:20.121
2026-06-06T09:15:56.308Z      switch      BLACK          0:33.360         0:26.640
2026-06-06T09:16:05.143Z      switch      WHITE          0:42.194         0:17.806
2026-06-06T09:16:09.377Z      switch      BLACK          0:37.960         0:22.040
2026-06-06T09:16:20.012Z      switch      WHITE          0:48.595         0:11.405
2026-06-06T09:16:28.503Z      switch      BLACK          0:40.105         0:19.895
2026-06-06T09:16:41.348Z      switch      WHITE          0:52.950         0:07.050
2026-06-06T09:16:44.683Z      switch      BLACK          0:49.616         0:10.384
2026-06-06T09:16:49.370Z      switch      WHITE          0:54.303         0:05.697
2026-06-06T09:16:51.461Z      switch      BLACK          0:52.212         0:07.788
2026-06-06T09:16:59.152Z      switch      WHITE          0:59.902         0:00.098
2026-06-06T09:17:04.272Z      switch      BLACK          0:54.783         0:05.217
2026-06-06T09:17:08.923Z      switch      WHITE          0:59.433         0:00.567
2026-06-06T09:17:11.398Z      switch      BLACK          0:56.958         0:03.042
2026-06-06T09:17:14.469Z      flag        BLACK          1:00.000         0:00.000
