# Chess clock game — 2026-06-06 14:43:59 UTC
# Mode: HOURGLASS  White: 30s+0  Black: 30s+0
# TIMESTAMP (UTC)             EVENT       PLAYER  WHITE_REMAINING  BLACK_REMAINING
2026-06-06T14:43:59.156Z      start       WHITE          0:30.000         0:30.000
2026-06-06T14:43:59.156Z      pause       WHITE          0:30.000         0:30.000
2026-06-06T14:44:28.564Z      resume      WHITE          0:30.000         0:30.000
2026-06-06T14:44:28.564Z      switch      BLACK          0:30.000         0:30.000
2026-06-06T14:44:34.364Z      switch      WHITE          0:35.799         0:24.201
2026-06-06T14:44:39.717Z      switch      BLACK          0:30.447         0:29.553
2026-06-06T14:44:46.124Z      switch      WHITE          0:36.853         0:23.147
2026-06-06T14:44:53.820Z      switch      BLACK          0:29.158         0:30.842
2026-06-06T14:44:58.927Z      switch      WHITE          0:34.264         0:25.736
2026-06-06T14:45:10.158Z      switch      BLACK          0:23.033         0:36.967
2026-06-06T14:45:15.383Z      switch      WHITE          0:28.258         0:31.742
2026-06-06T14:45:21.402Z      switch      BLACK          0:22.239         0:37.761
2026-06-06T14:45:28.216Z      switch      WHITE          0:29.052         0:30.948
2026-06-06T14:45:33.069Z      switch      BLACK          0:24.200         0:35.800
2026-06-06T14:45:38.933Z      switch      WHITE          0:30.064         0:29.936
2026-06-06T14:45:47.351Z      switch      BLACK          0:21.646         0:38.354
2026-06-06T14:45:53.860Z      switch      WHITE          0:28.155         0:31.845
2026-06-06T14:46:00.371Z      switch      BLACK          0:21.645         0:38.355
2026-06-06T14:46:09.058Z      switch      WHITE          0:30.332         0:29.668
2026-06-06T14:46:16.276Z      switch      BLACK          0:23.115         0:36.885
2026-06-06T14:46:24.148Z      switch      WHITE          0:30.987         0:29.013
2026-06-06T14:46:31.285Z      switch      BLACK          0:23.851         0:36.149
2026-06-06T14:46:42.148Z      switch      WHITE          0:34.714         0:25.286
2026-06-06T14:46:48.175Z      switch      BLACK          0:28.687         0:31.313
2026-06-06T14:47:00.870Z      switch      WHITE          0:41.381         0:18.619
2026-06-06T14:47:07.103Z      switch      BLACK          0:35.148         0:24.852
2026-06-06T14:47:13.041Z      switch      WHITE          0:41.086         0:18.914
