# Chess clock game — 2026-06-06 15:05:09 UTC
# Mode: HOURGLASS  White: 30s+0  Black: 30s+0
# TIMESTAMP (UTC)             EVENT       PLAYER  WHITE_REMAINING  BLACK_REMAINING
2026-06-06T15:05:09.533Z      start       WHITE          0:30.000         0:30.000
2026-06-06T15:05:09.533Z      pause       WHITE          0:30.000         0:30.000
2026-06-06T15:06:28.677Z      resume      WHITE          0:30.000         0:30.000
2026-06-06T15:06:28.677Z      switch      BLACK          0:30.000         0:30.000
2026-06-06T15:06:34.856Z      switch      WHITE          0:36.178         0:23.822
2026-06-06T15:06:41.106Z      switch      BLACK          0:29.928         0:30.072
2026-06-06T15:06:47.252Z      switch      WHITE          0:36.073         0:23.927
2026-06-06T15:06:53.272Z      switch      BLACK          0:30.053         0:29.947
2026-06-06T15:07:00.043Z      switch      WHITE          0:36.824         0:23.176
2026-06-06T15:07:07.059Z      switch      BLACK          0:29.809         0:30.191
2026-06-06T15:07:16.225Z      switch      WHITE          0:38.974         0:21.026
2026-06-06T15:07:24.352Z      switch      BLACK          0:30.847         0:29.153
2026-06-06T15:07:31.662Z      switch      WHITE          0:38.156         0:21.844
2026-06-06T15:07:39.571Z      switch      BLACK          0:30.247         0:29.753
2026-06-06T15:07:46.275Z      switch      WHITE          0:36.950         0:23.050
2026-06-06T15:07:50.899Z      switch      BLACK          0:32.327         0:27.673
2026-06-06T15:08:00.376Z      switch      WHITE          0:41.804         0:18.196
2026-06-06T15:08:04.919Z      switch      BLACK          0:37.262         0:22.738
2026-06-06T15:08:13.381Z      switch      WHITE          0:45.724         0:14.276
2026-06-06T15:08:22.091Z      switch      BLACK          0:37.015         0:22.985
2026-06-06T15:08:31.910Z      switch      WHITE          0:46.834         0:13.166
2026-06-06T15:08:39.413Z      switch      BLACK          0:39.332         0:20.668
2026-06-06T15:08:45.745Z      switch      WHITE          0:45.664         0:14.336
2026-06-06T15:08:53.437Z      switch      BLACK          0:37.973         0:22.027
2026-06-06T15:09:04.012Z      switch      WHITE          0:48.548         0:11.452
2026-06-06T15:09:11.118Z      switch      BLACK          0:41.443         0:18.557
2026-06-06T15:09:18.038Z      switch      WHITE          0:48.363         0:11.637
2026-06-06T15:09:25.773Z      switch      BLACK          0:40.629         0:19.371
2026-06-06T15:09:31.342Z      switch      WHITE          0:46.198         0:13.802
2026-06-06T15:09:37.777Z      switch      BLACK          0:39.764         0:20.236
2026-06-06T15:09:45.342Z      switch      WHITE          0:47.328         0:12.672
2026-06-06T15:09:50.216Z      switch      BLACK          0:42.454         0:17.546
2026-06-06T15:09:57.252Z      switch      WHITE          0:49.490         0:10.510
2026-06-06T15:10:06.160Z      switch      BLACK          0:40.583         0:19.417
2026-06-06T15:10:15.673Z      switch      WHITE          0:50.096         0:09.904
2026-06-06T15:10:23.508Z      switch      BLACK          0:42.262         0:17.738
2026-06-06T15:10:31.369Z      switch      WHITE          0:50.122         0:09.878
2026-06-06T15:10:38.401Z      switch      BLACK          0:43.091         0:16.909
2026-06-06T15:10:44.052Z      switch      WHITE          0:48.743         0:11.257
2026-06-06T15:10:55.452Z      switch      BLACK          0:37.344         0:22.656
2026-06-06T15:11:06.161Z      switch      WHITE          0:48.053         0:11.947
2026-06-06T15:11:15.759Z      switch      BLACK          0:38.456         0:21.544
2026-06-06T15:11:22.593Z      switch      WHITE          0:45.290         0:14.710
2026-06-06T15:11:28.303Z      switch      BLACK          0:39.581         0:20.419
2026-06-06T15:11:38.035Z      switch      WHITE          0:49.313         0:10.687
2026-06-06T15:11:42.655Z      switch      BLACK          0:44.694         0:15.306
