# Chess clock game — 2026-06-06 11:15:58 UTC
# Mode: HOURGLASS  White: 30s+0  Black: 30s+0
# TIMESTAMP (UTC)             EVENT       PLAYER  WHITE_REMAINING  BLACK_REMAINING
2026-06-06T11:15:58.460Z      start       WHITE          0:30.000         0:30.000
2026-06-06T11:15:58.460Z      pause       WHITE          0:30.000         0:30.000
2026-06-06T11:22:21.894Z      resume      WHITE          0:30.000         0:30.000
2026-06-06T11:22:21.894Z      switch      BLACK          0:30.000         0:30.000
2026-06-06T11:22:28.539Z      switch      WHITE          0:36.644         0:23.356
2026-06-06T11:22:32.310Z      switch      BLACK          0:32.873         0:27.127
2026-06-06T11:22:39.693Z      switch      WHITE          0:40.255         0:19.745
2026-06-06T11:22:42.586Z      switch      BLACK          0:37.362         0:22.638
2026-06-06T11:22:52.978Z      switch      WHITE          0:47.753         0:12.247
2026-06-06T11:22:56.641Z      switch      BLACK          0:44.091         0:15.909
2026-06-06T11:23:00.653Z      switch      WHITE          0:48.102         0:11.898
2026-06-06T11:23:07.199Z      switch      BLACK          0:41.556         0:18.444
2026-06-06T11:23:11.555Z      switch      WHITE          0:45.912         0:14.088
2026-06-06T11:23:16.208Z      switch      BLACK          0:41.259         0:18.741
2026-06-06T11:23:21.224Z      switch      WHITE          0:46.274         0:13.726
2026-06-06T11:23:26.926Z      switch      BLACK          0:40.572         0:19.428
2026-06-06T11:23:35.723Z      switch      WHITE          0:49.368         0:10.632
2026-06-06T11:23:41.728Z      switch      BLACK          0:43.364         0:16.636
2026-06-06T11:23:48.551Z      switch      WHITE          0:50.187         0:09.813
2026-06-06T11:23:55.145Z      switch      BLACK          0:43.594         0:16.406
2026-06-06T11:24:01.561Z      switch      WHITE          0:50.010         0:09.990
2026-06-06T11:24:08.566Z      switch      BLACK          0:43.006         0:16.994
2026-06-06T11:24:15.896Z      switch      WHITE          0:50.335         0:09.665
2026-06-06T11:24:19.392Z      switch      BLACK          0:46.839         0:13.161
2026-06-06T11:24:28.457Z      switch      WHITE          0:55.904         0:04.096
2026-06-06T11:24:32.143Z      switch      BLACK          0:52.218         0:07.782
2026-06-06T11:24:36.008Z      switch      WHITE          0:56.082         0:03.918
2026-06-06T11:24:38.646Z      switch      BLACK          0:53.444         0:06.556
2026-06-06T11:24:43.361Z      switch      WHITE          0:58.158         0:01.842
2026-06-06T11:24:47.003Z      switch      BLACK          0:54.516         0:05.484
2026-06-06T11:24:50.713Z      switch      WHITE          0:58.226         0:01.774
2026-06-06T11:24:54.545Z      switch      BLACK          0:54.395         0:05.605
2026-06-06T11:25:00.190Z      flag        BLACK          1:00.000         0:00.000
