# Chess clock game — 2026-06-06 07:46:51 UTC
# Mode: HOURGLASS  White: 30s+0  Black: 30s+0
# TIMESTAMP (UTC)             EVENT       PLAYER  WHITE_REMAINING  BLACK_REMAINING
2026-06-06T07:46:51.963Z      start       WHITE          0:30.000         0:30.000
2026-06-06T07:46:51.963Z      pause       WHITE          0:30.000         0:30.000
2026-06-06T07:47:55.681Z      resume      WHITE          0:30.000         0:30.000
2026-06-06T07:47:55.681Z      switch      BLACK          0:30.000         0:30.000
2026-06-06T07:48:01.141Z      switch      WHITE          0:35.459         0:24.541
2026-06-06T07:48:03.260Z      switch      BLACK          0:33.340         0:26.660
2026-06-06T07:48:11.796Z      switch      WHITE          0:41.875         0:18.125
2026-06-06T07:48:17.122Z      switch      BLACK          0:36.549         0:23.451
2026-06-06T07:48:25.543Z      switch      WHITE          0:44.969         0:15.031
2026-06-06T07:48:33.100Z      switch      BLACK          0:37.413         0:22.587
2026-06-06T07:48:37.157Z      switch      WHITE          0:41.469         0:18.531
2026-06-06T07:48:44.813Z      switch      BLACK          0:33.813         0:26.187
2026-06-06T07:48:51.556Z      switch      WHITE          0:40.555         0:19.445
2026-06-06T07:48:57.131Z      switch      BLACK          0:34.980         0:25.020
2026-06-06T07:49:09.711Z      switch      WHITE          0:47.559         0:12.441
2026-06-06T07:49:18.132Z      switch      BLACK          0:39.138         0:20.862
2026-06-06T07:49:24.884Z      switch      WHITE          0:45.889         0:14.111
2026-06-06T07:49:35.784Z      switch      BLACK          0:34.990         0:25.010
2026-06-06T07:49:45.297Z      switch      WHITE          0:44.503         0:15.497
2026-06-06T07:49:55.804Z      switch      BLACK          0:33.996         0:26.004
2026-06-06T07:50:01.068Z      switch      WHITE          0:39.259         0:20.741
2026-06-06T07:50:08.846Z      switch      BLACK          0:31.481         0:28.519
2026-06-06T07:50:14.461Z      switch      WHITE          0:37.096         0:22.904
2026-06-06T07:50:23.170Z      switch      BLACK          0:28.388         0:31.612
2026-06-06T07:50:30.220Z      switch      WHITE          0:35.437         0:24.563
2026-06-06T07:50:37.875Z      switch      BLACK          0:27.782         0:32.218
2026-06-06T07:50:43.970Z      switch      WHITE          0:33.877         0:26.123
2026-06-06T07:50:51.891Z      switch      BLACK          0:25.957         0:34.043
2026-06-06T07:50:59.550Z      switch      WHITE          0:33.615         0:26.385
2026-06-06T07:51:06.269Z      switch      BLACK          0:26.896         0:33.104
2026-06-06T07:51:12.293Z      switch      WHITE          0:32.920         0:27.080
2026-06-06T07:51:22.437Z      switch      BLACK          0:22.776         0:37.224
2026-06-06T07:51:27.882Z      switch      WHITE          0:28.220         0:31.780
2026-06-06T07:51:32.176Z      switch      BLACK          0:23.927         0:36.073
2026-06-06T07:51:38.736Z      switch      WHITE          0:30.486         0:29.514
2026-06-06T07:51:48.429Z      switch      BLACK          0:20.794         0:39.206
2026-06-06T07:51:56.942Z      switch      WHITE          0:29.307         0:30.693
2026-06-06T07:52:04.418Z      switch      BLACK          0:21.832         0:38.168
2026-06-06T07:52:12.671Z      switch      WHITE          0:30.085         0:29.915
2026-06-06T07:52:23.718Z      switch      BLACK          0:19.038         0:40.962
2026-06-06T07:52:30.100Z      switch      WHITE          0:25.419         0:34.581
2026-06-06T07:52:34.976Z      switch      BLACK          0:20.544         0:39.456
