# Chess clock game — 2026-06-06 11:25:47 UTC
# Mode: HOURGLASS  White: 30s+0  Black: 30s+0
# TIMESTAMP (UTC)             EVENT       PLAYER  WHITE_REMAINING  BLACK_REMAINING
2026-06-06T11:25:47.944Z      start       WHITE          0:30.000         0:30.000
2026-06-06T11:25:47.944Z      pause       WHITE          0:30.000         0:30.000
2026-06-06T11:28:15.785Z      resume      WHITE          0:30.000         0:30.000
2026-06-06T11:28:15.785Z      switch      BLACK          0:30.000         0:30.000
2026-06-06T11:28:22.189Z      switch      WHITE          0:36.403         0:23.597
2026-06-06T11:28:27.671Z      switch      BLACK          0:30.922         0:29.078
2026-06-06T11:28:31.322Z      switch      WHITE          0:34.573         0:25.427
2026-06-06T11:28:38.674Z      switch      BLACK          0:27.221         0:32.779
2026-06-06T11:28:42.692Z      switch      WHITE          0:31.238         0:28.762
2026-06-06T11:28:48.418Z      switch      BLACK          0:25.513         0:34.487
2026-06-06T11:28:53.649Z      switch      WHITE          0:30.743         0:29.257
2026-06-06T11:28:57.773Z      switch      BLACK          0:26.619         0:33.381
2026-06-06T11:29:05.891Z      switch      WHITE          0:34.736         0:25.264
2026-06-06T11:29:10.593Z      switch      BLACK          0:30.035         0:29.965
2026-06-06T11:29:20.984Z      switch      WHITE          0:40.426         0:19.574
2026-06-06T11:29:25.758Z      switch      BLACK          0:35.652         0:24.348
2026-06-06T11:29:33.073Z      switch      WHITE          0:42.966         0:17.034
2026-06-06T11:29:38.265Z      switch      BLACK          0:37.774         0:22.226
2026-06-06T11:29:43.508Z      switch      WHITE          0:43.017         0:16.983
2026-06-06T11:29:50.614Z      switch      BLACK          0:35.912         0:24.088
2026-06-06T11:29:56.819Z      switch      WHITE          0:42.117         0:17.883
2026-06-06T11:30:05.729Z      switch      BLACK          0:33.208         0:26.792
2026-06-06T11:30:11.402Z      switch      WHITE          0:38.880         0:21.120
2026-06-06T11:30:20.669Z      switch      BLACK          0:29.613         0:30.387
2026-06-06T11:30:26.458Z      switch      WHITE          0:35.401         0:24.599
2026-06-06T11:30:36.648Z      switch      BLACK          0:25.211         0:34.789
2026-06-06T11:30:43.714Z      switch      WHITE          0:32.277         0:27.723
2026-06-06T11:30:51.866Z      switch      BLACK          0:24.126         0:35.874
2026-06-06T11:30:56.240Z      switch      WHITE          0:28.500         0:31.500
2026-06-06T11:31:16.639Z      switch      BLACK          0:08.102         0:51.898
2026-06-06T11:31:28.451Z      switch      WHITE          0:19.914         0:40.086
2026-06-06T11:31:34.321Z      switch      BLACK          0:14.045         0:45.955
2026-06-06T11:31:48.649Z      switch      WHITE          0:28.372         0:31.628
2026-06-06T11:32:00.455Z      switch      BLACK          0:16.566         0:43.434
2026-06-06T11:32:07.130Z      switch      WHITE          0:23.240         0:36.760
2026-06-06T11:32:25.163Z      switch      BLACK          0:05.207         0:54.793
2026-06-06T11:32:31.070Z      switch      WHITE          0:11.113         0:48.887
2026-06-06T11:32:38.110Z      switch      BLACK          0:04.073         0:55.927
2026-06-06T11:32:44.733Z      switch      WHITE          0:10.696         0:49.304
2026-06-06T11:32:51.258Z      switch      BLACK          0:04.172         0:55.828
2026-06-06T11:32:56.400Z      switch      WHITE          0:09.314         0:50.686
2026-06-06T11:33:00.590Z      switch      BLACK          0:05.124         0:54.876
2026-06-06T11:33:06.190Z      switch      WHITE          0:10.723         0:49.277
2026-06-06T11:33:17.006Z      flag        WHITE          0:00.000         1:00.000
