# Chess clock game — 2026-06-06 11:03:22 UTC
# Mode: HOURGLASS  White: 30s+0  Black: 30s+0
# TIMESTAMP (UTC)             EVENT       PLAYER  WHITE_REMAINING  BLACK_REMAINING
2026-06-06T11:03:22.240Z      start       WHITE          0:30.000         0:30.000
2026-06-06T11:03:22.240Z      pause       WHITE          0:30.000         0:30.000
2026-06-06T11:04:07.348Z      resume      WHITE          0:30.000         0:30.000
2026-06-06T11:04:07.348Z      switch      BLACK          0:30.000         0:30.000
2026-06-06T11:04:13.825Z      switch      WHITE          0:36.476         0:23.524
2026-06-06T11:04:19.803Z      switch      BLACK          0:30.499         0:29.501
2026-06-06T11:04:27.173Z      switch      WHITE          0:37.869         0:22.131
2026-06-06T11:04:33.522Z      switch      BLACK          0:31.520         0:28.480
2026-06-06T11:04:40.146Z      switch      WHITE          0:38.144         0:21.856
2026-06-06T11:04:47.015Z      switch      BLACK          0:31.276         0:28.724
2026-06-06T11:04:52.936Z      switch      WHITE          0:37.196         0:22.804
2026-06-06T11:04:58.370Z      switch      BLACK          0:31.763         0:28.237
2026-06-06T11:05:07.539Z      switch      WHITE          0:40.931         0:19.069
2026-06-06T11:05:13.766Z      switch      BLACK          0:34.704         0:25.296
2026-06-06T11:05:20.801Z      switch      WHITE          0:41.739         0:18.261
2026-06-06T11:05:31.837Z      switch      BLACK          0:30.704         0:29.296
2026-06-06T11:05:35.204Z      switch      WHITE          0:34.070         0:25.930
2026-06-06T11:05:38.880Z      switch      BLACK          0:30.394         0:29.606
2026-06-06T11:05:48.871Z      switch      WHITE          0:40.384         0:19.616
2026-06-06T11:05:52.729Z      switch      BLACK          0:36.526         0:23.474
2026-06-06T11:06:02.340Z      switch      WHITE          0:46.137         0:13.863
2026-06-06T11:06:07.556Z      switch      BLACK          0:40.922         0:19.078
2026-06-06T11:06:11.669Z      switch      WHITE          0:45.034         0:14.966
2026-06-06T11:06:17.071Z      switch      BLACK          0:39.633         0:20.367
2026-06-06T11:06:27.867Z      switch      WHITE          0:50.429         0:09.571
2026-06-06T11:06:33.641Z      switch      BLACK          0:44.656         0:15.344
2026-06-06T11:06:37.294Z      switch      WHITE          0:48.309         0:11.691
2026-06-06T11:06:41.764Z      switch      BLACK          0:43.839         0:16.161
2026-06-06T11:06:47.115Z      switch      WHITE          0:49.189         0:10.811
2026-06-06T11:06:52.675Z      switch      BLACK          0:43.629         0:16.371
2026-06-06T11:06:56.683Z      switch      WHITE          0:47.636         0:12.364
2026-06-06T11:07:00.408Z      switch      BLACK          0:43.912         0:16.088
2026-06-06T11:07:06.302Z      switch      WHITE          0:49.805         0:10.195
2026-06-06T11:07:14.407Z      switch      BLACK          0:41.700         0:18.300
2026-06-06T11:07:22.635Z      switch      WHITE          0:49.927         0:10.073
2026-06-06T11:07:27.672Z      switch      BLACK          0:44.891         0:15.109
2026-06-06T11:07:34.161Z      switch      WHITE          0:51.379         0:08.621
2026-06-06T11:07:41.317Z      switch      BLACK          0:44.224         0:15.776
2026-06-06T11:07:46.558Z      switch      WHITE          0:49.464         0:10.536
2026-06-06T11:07:56.966Z      switch      BLACK          0:39.057         0:20.943
2026-06-06T11:08:03.971Z      switch      WHITE          0:46.062         0:13.938
2026-06-06T11:08:12.423Z      switch      BLACK          0:37.610         0:22.390
2026-06-06T11:08:20.431Z      switch      WHITE          0:45.617         0:14.383
2026-06-06T11:08:25.744Z      switch      BLACK          0:40.305         0:19.695
2026-06-06T11:08:30.345Z      switch      WHITE          0:44.905         0:15.095
2026-06-06T11:08:41.220Z      switch      BLACK          0:34.030         0:25.970
2026-06-06T11:08:46.020Z      switch      WHITE          0:38.829         0:21.171
2026-06-06T11:08:51.269Z      switch      BLACK          0:33.580         0:26.420
2026-06-06T11:09:03.590Z      switch      WHITE          0:45.901         0:14.099
2026-06-06T11:09:10.111Z      switch      BLACK          0:39.381         0:20.619
2026-06-06T11:09:18.080Z      switch      WHITE          0:47.349         0:12.651
2026-06-06T11:09:23.765Z      switch      BLACK          0:41.664         0:18.336
2026-06-06T11:09:35.008Z      switch      WHITE          0:52.906         0:07.094
2026-06-06T11:09:42.405Z      switch      BLACK          0:45.509         0:14.491
2026-06-06T11:09:46.425Z      switch      WHITE          0:49.528         0:10.472
2026-06-06T11:09:55.289Z      switch      BLACK          0:40.664         0:19.336
2026-06-06T11:10:02.074Z      switch      WHITE          0:47.448         0:12.552
2026-06-06T11:10:09.826Z      switch      BLACK          0:39.696         0:20.304
