# Chess clock game — 2026-06-06 15:24:39 UTC
# Mode: HOURGLASS  White: 30s+0  Black: 30s+0
# TIMESTAMP (UTC)             EVENT       PLAYER  WHITE_REMAINING  BLACK_REMAINING
2026-06-06T15:24:39.607Z      start       WHITE          0:30.000         0:30.000
2026-06-06T15:24:39.607Z      pause       WHITE          0:30.000         0:30.000
2026-06-06T15:29:01.999Z      resume      WHITE          0:30.000         0:30.000
2026-06-06T15:29:01.999Z      switch      BLACK          0:30.000         0:30.000
2026-06-06T15:29:07.534Z      switch      WHITE          0:35.535         0:24.465
2026-06-06T15:29:12.616Z      switch      BLACK          0:30.453         0:29.547
2026-06-06T15:29:18.314Z      switch      WHITE          0:36.151         0:23.849
2026-06-06T15:29:24.781Z      switch      BLACK          0:29.685         0:30.315
2026-06-06T15:29:33.941Z      switch      WHITE          0:38.845         0:21.155
2026-06-06T15:29:38.564Z      switch      BLACK          0:34.223         0:25.777
2026-06-06T15:29:45.226Z      switch      WHITE          0:40.884         0:19.116
2026-06-06T15:29:52.779Z      switch      BLACK          0:33.332         0:26.668
2026-06-06T15:30:00.823Z      switch      WHITE          0:41.376         0:18.624
2026-06-06T15:30:07.402Z      switch      BLACK          0:34.797         0:25.203
2026-06-06T15:30:14.963Z      switch      WHITE          0:42.357         0:17.643
2026-06-06T15:30:21.725Z      switch      BLACK          0:35.595         0:24.405
2026-06-06T15:30:29.575Z      switch      WHITE          0:43.445         0:16.555
2026-06-06T15:30:36.152Z      switch      BLACK          0:36.869         0:23.131
2026-06-06T15:30:48.218Z      switch      WHITE          0:48.935         0:11.065
2026-06-06T15:31:00.851Z      switch      BLACK          0:36.303         0:23.697
2026-06-06T15:31:06.802Z      switch      WHITE          0:42.253         0:17.747
2026-06-06T15:31:15.900Z      switch      BLACK          0:33.155         0:26.845
2026-06-06T15:31:22.271Z      switch      WHITE          0:39.525         0:20.475
2026-06-06T15:31:29.410Z      switch      BLACK          0:32.386         0:27.614
2026-06-06T15:31:36.533Z      switch      WHITE          0:39.509         0:20.491
2026-06-06T15:31:43.253Z      switch      BLACK          0:32.789         0:27.211
2026-06-06T15:31:49.836Z      switch      WHITE          0:39.371         0:20.629
2026-06-06T15:32:05.836Z      switch      BLACK          0:23.371         0:36.629
2026-06-06T15:32:14.616Z      switch      WHITE          0:32.150         0:27.850
2026-06-06T15:32:28.867Z      switch      BLACK          0:17.900         0:42.100
2026-06-06T15:32:42.212Z      switch      WHITE          0:31.245         0:28.755
2026-06-06T15:32:44.906Z      switch      BLACK          0:28.551         0:31.449
2026-06-06T15:32:53.906Z      switch      WHITE          0:37.550         0:22.450
2026-06-06T15:33:03.556Z      switch      BLACK          0:27.900         0:32.100
2026-06-06T15:33:11.334Z      switch      WHITE          0:35.677         0:24.323
2026-06-06T15:33:18.507Z      switch      BLACK          0:28.505         0:31.495
2026-06-06T15:33:26.195Z      switch      WHITE          0:36.192         0:23.808
2026-06-06T15:33:34.649Z      switch      BLACK          0:27.738         0:32.262
2026-06-06T15:33:42.437Z      switch      WHITE          0:35.525         0:24.475
2026-06-06T15:33:51.509Z      switch      BLACK          0:26.454         0:33.546
2026-06-06T15:33:59.034Z      switch      WHITE          0:33.979         0:26.021
2026-06-06T15:34:05.525Z      switch      BLACK          0:27.489         0:32.511
2026-06-06T15:34:14.172Z      switch      WHITE          0:36.135         0:23.865
2026-06-06T15:34:18.565Z      switch      BLACK          0:31.742         0:28.258
2026-06-06T15:34:27.520Z      switch      WHITE          0:40.696         0:19.304
2026-06-06T15:34:42.485Z      switch      BLACK          0:25.731         0:34.269
2026-06-06T15:34:52.045Z      switch      WHITE          0:35.290         0:24.710
2026-06-06T15:35:08.021Z      switch      BLACK          0:19.315         0:40.685
2026-06-06T15:35:15.346Z      switch      WHITE          0:26.640         0:33.360
2026-06-06T15:35:32.270Z      switch      BLACK          0:09.717         0:50.283
2026-06-06T15:35:39.605Z      switch      WHITE          0:17.052         0:42.948
2026-06-06T15:35:43.795Z      switch      BLACK          0:12.862         0:47.138
2026-06-06T15:35:51.773Z      switch      WHITE          0:20.839         0:39.161
2026-06-06T15:35:56.202Z      switch      BLACK          0:16.411         0:43.589
2026-06-06T15:36:05.699Z      switch      WHITE          0:25.907         0:34.093
2026-06-06T15:36:13.012Z      switch      BLACK          0:18.594         0:41.406
2026-06-06T15:36:21.926Z      switch      WHITE          0:27.507         0:32.493
2026-06-06T15:36:27.287Z      switch      BLACK          0:22.146         0:37.854
2026-06-06T15:36:36.984Z      switch      WHITE          0:31.842         0:28.158
2026-06-06T15:36:41.932Z      switch      BLACK          0:26.895         0:33.105
2026-06-06T15:36:49.085Z      switch      WHITE          0:34.048         0:25.952
2026-06-06T15:37:01.590Z      switch      BLACK          0:21.544         0:38.456
2026-06-06T15:37:09.825Z      switch      WHITE          0:29.779         0:30.221
2026-06-06T15:37:15.638Z      switch      BLACK          0:23.967         0:36.033
2026-06-06T15:37:27.458Z      switch      WHITE          0:35.787         0:24.213
2026-06-06T15:37:32.964Z      switch      BLACK          0:30.282         0:29.718
2026-06-06T15:37:41.162Z      switch      WHITE          0:38.480         0:21.520
2026-06-06T15:37:45.728Z      switch      BLACK          0:33.915         0:26.085
2026-06-06T15:37:57.178Z      switch      WHITE          0:45.365         0:14.635
