# Chess clock game — 2026-06-06 12:20:52 UTC
# Mode: HOURGLASS  White: 30s+0  Black: 30s+0
# TIMESTAMP (UTC)             EVENT       PLAYER  WHITE_REMAINING  BLACK_REMAINING
2026-06-06T12:20:52.429Z      start       WHITE          0:30.000         0:30.000
2026-06-06T12:20:52.429Z      pause       WHITE          0:30.000         0:30.000
2026-06-06T12:20:56.582Z      resume      WHITE          0:30.000         0:30.000
2026-06-06T12:20:56.582Z      switch      BLACK          0:30.000         0:30.000
2026-06-06T12:20:57.889Z      switch      WHITE          0:31.306         0:28.694
2026-06-06T12:20:58.928Z      switch      BLACK          0:30.268         0:29.732
2026-06-06T12:20:59.796Z      switch      WHITE          0:31.135         0:28.865
2026-06-06T12:21:00.666Z      switch      BLACK          0:30.265         0:29.735
2026-06-06T12:21:01.475Z      switch      WHITE          0:31.074         0:28.926
2026-06-06T12:21:02.251Z      switch      BLACK          0:30.298         0:29.702
